tweet_id,favorites,retweet_count
852553447878664193,15909,3372
852311364735569921,32397,9659
852226086759018497,19530,6656
852189679701164033,11197,1550
851861385021730816,0,19
851591660324737024,15926,3386
851464819735769094,23747,6876
851224888060895234,20256,5595
850753642995093505,30188,8900
850380195714523136,12848,2549
850333567704068097,3391,320
850145622816686080,16027,3703
850019790995546112,20023,4763
849776966551130114,29880,7424
849668094696017920,0,4850
849412302885593088,15594,3089
849336543269576704,11230,1862
849051919805034497,41622,8294
848690551926992896,24771,4236
848324959059550208,24286,4524
848213670039564288,8048,714
848212111729840128,16056,2976
847978865427394560,0,3199
847971574464610304,0,424
847962785489326080,23163,4983
847842811428974592,5353,1303
847617282490613760,6887,406
847606175596138505,18516,3371
847251039262605312,20230,4245
847157206088847362,19619,5756
847116187444137987,21189,3127
846874817362120707,19834,3868
846514051647705089,44029,11364
846505985330044928,13937,3027
846153765933735936,31207,8898
846139713627017216,30681,9867
846042936437604353,15792,2823
845812042753855489,28879,8566
845677943972139009,24900,4731
845397057150107648,7548,1777
845306882940190720,23087,5319
845098359547420673,0,7542
844979544864018432,13490,2521
844973813909606400,14915,3147
844580511645339650,16320,3082
844223788422217728,13528,2170
843981021012017153,15045,2911
843856843873095681,21270,4568
843604394117681152,16731,2713
843235543001513987,21337,5959
842846295480000512,15160,3598
842765311967449089,6671,1266
842535590457499648,17968,3472
842163532590374912,24242,5730
842115215311396866,13875,3005
841833993020538882,0,14916
841680585030541313,25548,7747
841439858740625411,12549,3659
841320156043304961,19669,5460
841314665196081154,15749,4613
841077006473256960,22716,5268
840761248237133825,0,1753
840728873075638272,0,16002
840698636975636481,174,2
840696689258311684,12218,966
840632337062862849,8946,1753
840370681858686976,16367,4507
840268004936019968,19162,5682
839990271299457024,13349,2260
839549326359670784,27349,7693
839290600511926273,0,143
839239871831150596,26986,6491
838952994649550848,19578,3983
838921590096166913,11110,2050
838916489579200512,0,35
838831947270979586,0,10945
838561493054533637,10909,1329
838476387338051585,22418,4756
838201503651401729,0,10007
838150277551247360,1665,331
838085839343206401,138,1
838083903487373313,17557,3125
837820167694528512,34006,7824
837482249356513284,3841,442
837471256429613056,12765,2266
837110210464448512,16030,2357
836989968035819520,12748,2290
836753516572119041,19281,4631
836677758902222849,12581,2222
836648853927522308,0,555
836397794269200385,0,27431
836380477523124226,14738,2986
836260088725786625,21281,4299
836001077879255040,19057,4245
835685285446955009,0,8117
835574547218894849,17778,3617
835536468978302976,0,1695
835309094223372289,0,20901
835297930240217089,16469,3011
835264098648616962,7737,1695
835246439529840640,2099,73
835172783151792128,26150,5761
835152434251116546,22381,3016
834931633769889797,10803,1645
834786237630337024,21353,5492
834574053763584002,13659,2543
834477809192075265,0,10645
834458053273591808,9610,1685
834209720923721728,20595,4755
834167344700198914,15826,3658
834089966724603904,10052,2140
834086379323871233,13078,2213
833863086058651648,13453,2415
833826103416520705,18073,3778
833732339549220864,0,221
833722901757046785,20830,3221
833479644947025920,14860,2053
833124694597443584,20230,4850
832998151111966721,13260,2206
832769181346996225,0,39
832757312314028032,16888,3628
832682457690300417,11897,2920
832645525019123713,2932,532
832636094638288896,15877,2792
832397543355072512,11982,2223
832369877331693569,17217,3199
832273440279240704,11366,2344
832215909146226688,0,6222
832215726631055365,0,9349
832088576586297345,62,2
832040443403784192,0,9651
832032802820481025,17914,4670
831939777352105988,24042,6153
831926988323639298,336,34
831911600680497154,27668,6530
831670449226514432,10473,1825
831650051525054464,7159,1934
831552930092285952,8992,2323
831322785565769729,9297,1557
831315979191906304,6557,1130
831309418084069378,11788,2475
831262627380748289,11939,2057
830956169170665475,7986,1506
830583320585068544,66998,16840
830173239259324417,0,5706
830097400375152640,9822,2961
829878982036299777,0,5038
829861396166877184,12271,1956
829501995190984704,31861,10645
829449946868879360,10500,2034
829141528400556032,24478,7377
829011960981237760,53315,16368
828801551087042563,0,3437
828770345708580865,25657,5893
828708714936930305,36643,11230
828650029636317184,9536,1357
828409743546925057,6371,1171
828408677031882754,7705,1300
828381636999917570,12627,2227
828376505180889089,7410,1077
828372645993398273,12609,2956
828361771580813312,2204,173
828046555563323392,11792,2888
828011680017821696,10395,2162
827933404142436356,20190,5285
827653905312006145,15582,3036
827600520311402496,7488,951
827324948884643840,15938,3071
827199976799354881,10625,2234
826958653328592898,21675,5038
826848821049180160,36552,10239
826615380357632002,0,4013
826598799820865537,5137,254
826598365270007810,10102,2362
826476773533745153,18506,4223
826240494070030336,13372,2627
826204788643753985,4901,931
826115272272650244,15740,3154
825876512159186944,10542,1887
825829644528148480,12812,2510
825535076884762624,57175,17671
825147591692263424,18427,4582
825120256414846976,0,1270
825026590719483904,6347,1270
824796380199809024,0,5540
824775126675836928,15009,3551
824663926340194305,10590,1788
824325613288833024,11917,10602
824297048279236611,15165,3901
824025158776213504,4858,603
823939628516474880,10698,2733
823719002937630720,0,11299
823699002998870016,14095,2546
823581115634085888,13125,2647
823333489516937216,706,25
823322678127919110,15850,4074
823269594223824897,0,9979
822975315408461824,17444,3482
822872901745569793,132585,43641
822859134160621569,13371,2306
822647212903690241,0,6474
822610361945911296,14928,2991
822489057087389700,18307,6474
822462944365645825,28260,14464
822244816520155136,35240,9979
822163064745328640,0,4831
821886076407029760,11411,2337
821813639212650496,0,3391
821765923262631936,8480,1677
821522889702862852,8098,1784
821421320206483457,0,5653
821407182352777218,11882,4382
821153421864615936,258,10
821149554670182400,8724,2017
821107785811234820,9685,2162
821044531881721856,12779,2310
820837357901512704,0,6807
820749716845686786,31832,10007
820690176645140481,12317,3269
820494788566847489,0,569
820446719150292993,0,2597
820314633777061888,3376,569
820078625395449857,19998,6371
820013781606658049,0,1189
819952236453363712,5385,1189
819924195358416896,13031,4931
819711362133872643,13498,3156
819588359383371776,9734,2013
819347104292290561,7286,1223
819238181065359361,2290,411
819227688460238848,23290,6807
819015337530290176,0,37295
819015331746349057,0,19185
819006400881917954,45757,19185
819004803107983360,87809,37295
818646164899774465,0,21283
818627210458333184,22643,7641
818614493328580609,9955,2603
818588835076603904,0,6233
818536468981415936,11014,2493
818307523543449600,0,8208
818259473185828864,11149,2298
818145370475810820,12418,2608
817908911860748288,4910,816
817827839487737858,52235,27431
817777686764523521,10871,2730
817536400337801217,11911,3011
817502432452313088,0,3442
817423860136083457,34249,14916
817415592588222464,5669,965
817181837579653120,0,8580
817171292965273600,8869,2053
817120970343411712,12347,2640
817056546584727552,8697,1670
816829038950027264,0,4778
816816676327063552,10131,2073
816697700272001025,9915,2225
816450570814898180,30813,8208
816336735214911488,8711,1975
816091915477250048,9035,2177
816062466425819140,0,1038
816014286006976512,0,5357
815990720817401858,5015,1038
815966073409433600,22699,8580
815745968457060357,0,4203
815736392542261248,9984,2296
815639385530101762,8335,1674
815390420867969024,10491,3858
814986499976527872,7749,1297
814638523311648768,11419,2739
814578408554463233,0,5933
814530161257443328,8767,1896
814153002265309185,29118,8817
813944609378369540,0,3237
813910438903693312,9411,1896
813812741911748608,36916,14205
813800681631023104,8424,1793
813217897535406080,18891,7423
813202720496779264,9370,1841
813187593374461952,20152,4442
813172488309972993,9408,1958
813157409116065792,7872,2248
813142292504645637,8591,2425
813130366689148928,4530,455
813127251579564032,12011,3188
813112105746448384,10449,2792
813096984823349248,10719,3682
813081950185472002,10029,2827
813066809284972545,8064,1991
813051746834595840,21274,7495
812781120811126785,7689,1943
812709060537683968,6724,1457
812503143955202048,6169,1241
812466873996607488,8074,1966
812372279581671427,13854,3729
811985624773361665,7370,1429
811744202451197953,7656,1630
811647686436880384,5689,757
811627233043480576,12960,3142
811386762094317568,21252,6497
810984652412424192,5418,1464
810896069567610880,9153,1806
810657578271330305,11127,2699
810284430598270976,35806,11510
810254108431155201,14931,3437
809920764300447744,15765,4013
809808892968534016,0,4989
809448704142938112,7043,1495
809220051211603969,20232,5706
809084759137812480,13440,3593
808838249661788160,10268,3103
808733504066486276,8027,2204
808501579447930884,11482,2657
808344865868283904,43236,21283
808134635716833280,0,6054
808106460588765185,8926,2243
808001312164028416,12722,3603
807621403335917568,14815,3689
807106840509214720,120161,56491
807059379405148160,0,7492
807010152071229440,13287,3940
806629075125202948,75925,35338
806620845233815552,0,5640
806576416489959424,4968,1983
806542213899489280,10384,2400
806242860592926720,0,11866
806219024703037440,6525,1217
805958939288408065,0,5473
805932879469572096,8417,1954
805826884734976000,6675,1865
805823200554876929,0,8192
805520635690676224,5835,1687
805487436403003392,8931,2568
805207613751304193,7960,1753
804738756058218496,13917,3892
804475857670639616,6231,2053
804413760345620481,0,3302
804026241225523202,45196,16485
803773340896923648,10212,2800
803692223237865472,0,7574
803638050916102144,11121,4224
803380650405482500,7899,1899
803321560782307329,0,5435
803276597545603072,10182,2507
802952499103731712,9157,2049
802624713319034886,0,2972
802600418706604034,7218,1500
802572683846291456,9074,2565
802323869084381190,16477,5947
802265048156610565,6875,1404
802239329049477120,9222,2679
802185808107208704,0,278
801958328846974976,7869,1749
801854953262350336,1805,243
801538201127157760,8350,2111
801285448605831168,6151,838
801167903437357056,24880,6054
801127390143516673,0,4027
801115127852503040,8205,2146
800859414831898624,695,98
800855607700029440,0,1640
800751577355128832,10735,2854
800513324630806528,13349,3044
800459316964663297,9660,2219
800443802682937345,0,4411
800388270626521089,11336,2867
800188575492947969,0,4020
800141422401830912,15533,2597
800018252395122689,28820,13437
799774291445383169,0,4791
799757965289017345,8521,2209
799422933579902976,8192,1966
799308762079035393,0,5590
799297110730567681,10050,2817
799063482566066176,8190,2512
798933969379225600,13302,4562
798925684722855936,7618,1472
798705661114773508,0,6778
798701998996647937,0,7947
798697898615730177,0,6639
798694562394996736,0,5061
798686750113755136,0,2383
798682547630837760,0,4809
798673117451325440,0,5661
798665375516884993,0,3989
798644042770751489,0,1888
798628517273620480,0,2016
798585098161549313,0,5836
798576900688019456,0,5968
798340744599797760,0,3418
798209839306514432,10598,2613
797971864723324932,11794,3175
797545162159308800,14779,4963
797236660651966464,20284,6722
797165961484890113,227,26
796904159865868288,0,9102
796865951799083009,7817,1954
796759840936919040,12034,3099
796563435802726400,0,7420
796484825502875648,7701,1797
796387464403357696,11182,4237
796177847564038144,0,14569
796149749086875649,32761,14569
796125600683540480,5045,1846
796116448414461957,9254,2467
796080075804475393,8601,2359
796031486298386433,10987,3786
795464331001561088,50435,24129
795400264262053889,10221,2938
795076730285391872,16458,5540
794983741416415232,0,3442
794926597468000259,10411,2356
794355576146903043,0,10518
794332329137291264,9736,2732
794205286408003585,9374,3387
793962221541933056,17102,4989
793845145112371200,9376,1907
793614319594401792,0,3203
793601777308463104,8114,1659
793500921481273345,10839,2425
793286476301799424,24989,9349
793271401113350145,8839,2438
793256262322548741,20305,8516
793241302385262592,10677,3366
793226087023144960,9998,2931
793210959003287553,9076,2852
793195938047070209,15539,5740
793180763617361921,7046,2041
793165685325201412,9558,2846
793150605191548928,6279,1737
793135492858580992,6536,2548
793120401413079041,12881,4000
792913359805018113,14561,4054
792883833364439040,11493,4357
792773781206999040,7474,1708
792394556390137856,13668,4380
792050063153438720,7263,1842
791821351946420224,0,21494
791784077045166082,0,9782
791780927877898241,0,3897
791774931465953280,45856,22638
791672322847637504,11937,3203
791406955684368384,13341,4203
791312159183634433,8932,2590
791026214425268224,0,4183
790987426131050500,9982,2177
790946055508652032,16917,4778
790723298204217344,0,2357
790698755171364864,8358,1965
790581949425475584,20979,7299
790337589677002753,7952,1915
790277117346975746,12759,3237
790227638568808452,0,3640
789986466051088384,9411,2357
789960241177853952,0,4199
789903600034189313,10517,4216
789628658055020548,7613,1802
789599242079838210,6874,1965
789530877013393408,11917,3442
789314372632018944,8791,2337
789280767834746880,0,5036
789268448748703744,9246,2653
789137962068021249,9867,2853
788908386943430656,27852,12713
788765914992902144,27781,10518
788552643979468800,0,7312
788412144018661376,15775,5369
788178268662984705,7337,2137
788150585577050112,6219,1312
788070120937619456,0,3497
788039637453406209,6228,1349
787810552592695296,8779,3104
787717603741622272,10422,2833
787397959788929025,11054,2895
787322443945877504,7892,1774
787111942498508800,0,6868
786963064373534720,27017,8117
786729988674449408,0,2467
786709082849828864,18515,6222
786664955043049472,10753,2605
786595970293370880,9568,3172
786363235746385920,11049,3570
786286427768250368,8087,2895
786233965241827333,15481,4831
786051337297522688,1446,157
786036967502913536,0,7146
785927819176054784,11548,3241
785872687017132033,6786,1847
785639753186217984,7949,2272
785533386513321988,9237,2032
785515384317313025,6198,1281
785264754247995392,7353,1669
785170936622350336,12195,4916
784826020293709826,10249,3302
784517518371221505,9088,2583
784431430411685888,5771,1290
784183165795655680,20357,8192
784057939640352768,30153,11299
783839966405230592,30423,10945
783821107061198850,7451,2004
783695101801398276,10600,3271
783466772167098368,8564,2283
783391753726550016,17103,5566
783347506784731136,0,5636
783334639985389568,29525,11866
783085703974514689,8254,2232
782969140009107456,24428,7492
782747134529531904,7565,1433
782722598790725632,17473,5473
782598640137187329,7896,1901
782305867769217024,16856,5653
782021823840026624,0,6298
781955203444699136,11249,3419
781661882474196992,10556,2759
781655249211752448,4035,1144
781524693396357120,20975,5640
781308096455073793,7216,2585
781251288990355457,8536,2108
781163403222056960,9925,2780
780931614150983680,21889,7420
780858289093574656,7263,2041
780800785462489090,5552,1321
780601303617732608,12253,3391
780543529827336192,6376,1765
780496263422808064,0,3748
780476555013349377,0,115
780459368902959104,5354,1091
780192070812196864,8808,2276
780092040432480260,0,2333
780074436359819264,12308,5046
779834332596887552,19115,7146
779377524342161408,8896,3150
779124354206535695,0,18550
779056095788752897,14909,4595
778990705243029504,20177,7294
778774459159379968,0,10015
778764940568104960,876,366
778748913645780993,6956,1328
778650543019483137,5832,1525
778624900596654080,4687,1020
778408200802557953,13747,4381
778396591732486144,0,12398
778383385161035776,5900,1118
778286810187399168,10471,3338
778039087836069888,8594,2680
778027034220126208,6613,1637
777953400541634568,0,3567
777885040357281792,6398,1647
777684233540206592,11329,2972
777641927919427584,0,4284
777621514455814149,8823,2528
777189768882946048,14399,4351
776819012571455488,0,13854
776813020089548800,4928,1224
776477788987613185,8904,2814
776249906839351296,0,9236
776218204058357768,30157,16038
776201521193218049,9701,2539
776113305656188928,11865,4411
776088319444877312,1856,153
775898661951791106,0,16707
775842724423557120,11816,2684
775733305207554048,13984,4027
775729183532220416,13104,4648
775364825476165632,7450,3001
775350846108426240,10253,3946
775085132600442880,15675,4791
774757898236878852,8673,1804
774639387460112384,6781,1754
774314403806253056,21957,5590
773985732834758656,10817,3911
773922284943896577,6444,1764
773704687002451968,6656,1646
773670353721753600,5385,1325
773547596996571136,22266,6233
773336787167145985,0,5128
773308824254029826,23492,7542
773247561583001600,9528,3286
773191612633579521,10070,4185
772877495989305348,8637,3914
772826264096874500,8127,2370
772615324260794368,0,3419
772581559778025472,6552,1713
772193107915964416,6092,1405
772152991789019136,3832,1142
772117678702071809,3807,749
772114945936949249,2747,472
772102971039580160,4028,950
771908950375665664,6639,1925
771770456517009408,12101,3418
771500966810099713,8309,2633
771380798096281600,10541,5128
771171053431250945,0,7536
771136648247640064,9206,2955
771102124360998913,6272,1455
771014301343748096,6921,1672
770787852854652928,4955,1209
770772759874076672,5202,1427
770655142660169732,7386,1782
770414278348247044,6368,2120
770293558247038976,6281,1495
770093767776997377,0,3081
770069151037685760,7639,2317
769940425801170949,31539,9651
769695466921623552,6447,1696
769335591808995329,0,7789
769212283578875904,5425,1738
768970937022709760,14433,6570
768909767477751808,0,2699
768855141948723200,4226,897
768609597686943744,4151,1215
768596291618299904,5068,1292
768554158521745409,0,5896
768473857036525572,13698,3463
768193404517830656,10923,3567
767884188863397888,4765,1391
767754930266464257,16091,5435
767500508068192258,7539,2361
767191397493538821,12364,3788
767122157629476866,10219,2876
766864461642756096,0,5677
766793450729734144,5092,1365
766714921925144576,2624,380
766693177336135680,4034,803
766423258543644672,6022,1604
766313316352462849,6827,1904
766078092750233600,0,2646
766069199026450432,4245,856
766008592277377025,3762,503
765719909049503744,7264,2166
765669560888528897,5206,1233
765395769549590528,26730,3406
765371061932261376,7094,2185
765222098633691136,11671,3419
764857477905154048,6477,1787
764259802650378240,6044,1508
763956972077010945,762,55
763837565564780549,12643,4183
763183847194451968,5403,1479
763167063695355904,0,3041
763103485927849985,7387,2307
762699858130116608,12191,3640
762471784394268675,11257,6447
762464539388485633,10332,4199
762316489655476224,4813,1127
762035686371364864,31981,15621
761976711479193600,5417,2021
761750502866649088,0,3940
761745352076779520,4286,868
761672994376806400,49663,29253
761599872357261312,4137,1194
761371037149827077,0,18138
761334018830917632,5210,1460
761292947749015552,4499,1089
761227390836215808,5339,1573
761004547850530816,11351,3497
760893934457552897,3824,984
760656994973933572,6593,1921
760641137271070720,4996,1306
760539183865880579,7579,3636
760521673607086080,4231,1390
760290219849637889,26881,11543
760252756032651264,3945,870
760190180481531904,5717,1815
760153949710192640,0,31
759943073749200896,5960,2088
759923798737051648,14693,5677
759846353224826880,6743,1982
759793422261743616,5970,1923
759557299618865152,4709,1191
759447681597108224,8509,2467
759446261539934208,1674,492
759197388317847553,6084,1953
759159934323924993,0,1159
759099523532779520,14539,4187
759047813560868866,6500,2027
758854675097526272,3555,900
758828659922702336,11235,3849
758740312047005698,5746,1618
758474966123810816,3811,1005
758467244762497024,4796,2222
758405701903519748,5213,1918
758355060040593408,3402,1077
758099635764359168,19094,10015
758041019896193024,2706,376
757741869644341248,6885,3261
757729163776290825,0,7955
757725642876129280,4544,1217
757611664640446465,4574,1112
757597904299253760,0,301
757596066325864448,4340,1061
757400162377592832,15169,6874
757393109802180609,5819,1743
757354760399941633,4523,1425
756998049151549440,6291,1991
756939218950160384,6652,2016
756651752796094464,5059,1307
756526248105566208,10424,3597
756303284449767430,3935,1098
756288534030475264,44059,17745
756275833623502848,6424,1536
755955933503782912,7323,2893
755206590534418437,16444,5380
755110668769038337,21209,11115
754874841593970688,0,7927
754856583969079297,6897,2533
754747087846248448,2590,523
754482103782404096,5297,1956
754449512966619136,3755,735
754120377874386944,7889,2360
753655901052166144,5845,2172
753420520834629632,7918,3575
753398408988139520,5758,1904
753375668877008896,7648,2333
753298634498793472,0,5706
753294487569522689,3365,1044
753039830821511168,37113,20901
753026973505581056,3922,968
752932432744185856,12625,6868
752917284578922496,6931,1584
752701944171524096,0,2873
752682090207055872,6006,1595
752660715232722944,4372,1556
752568224206688256,5503,2286
752519690950500352,7371,3439
752334515931054080,3819,1095
752309394570878976,0,16245
752173152931807232,5960,1841
751950017322246144,3057,918
751937170840121344,5187,1335
751830394383790080,5809,1947
751793661361422336,5831,2901
751598357617971201,7912,3044
751583847268179968,4388,1101
751538714308972544,5033,1262
751456908746354688,3219,1002
751251247299190784,12504,5884
751205363882532864,6311,1814
751132876104687617,5063,1294
750868782890057730,4785,1363
750719632563142656,13157,5036
750506206503038976,4434,1142
750429297815552001,13137,4284
750383411068534784,4559,1154
750381685133418496,694,27
750147208377409536,3103,959
750132105863102464,3606,1293
750117059602808832,4325,1311
750101899009982464,3040,843
750086836815486976,2165,532
750071704093859840,7822,3336
750056684286914561,3154,895
750041628174217216,3178,617
750026558547456000,2718,791
750011400160841729,3241,908
749996283729883136,3065,817
749981277374128128,5114,2464
749774190421639168,4655,1313
749417653287129088,6104,1637
749403093750648834,2616,534
749395845976588288,8543,3432
749317047558017024,5493,2232
749075273010798592,5737,2070
749064354620928000,4790,1522
749036806121881602,3086,791
748977405889503236,10750,3393
748932637671223296,5803,2249
748705597323898880,2777,947
748699167502000129,4738,1584
748692773788876800,4239,1329
748575535303884801,6046,1969
748568946752774144,2193,668
748346686624440324,5201,1224
748337862848962560,7613,4100
748324050481647620,3672,756
748307329658011649,3662,708
748220828303695873,14092,7777
747963614829678593,5755,2136
747933425676525569,6574,2535
747885874273214464,2935,974
747844099428986880,2813,749
747816857231626240,4832,1160
747651430853525504,1382,154
747648653817413632,12849,5833
747600769478692864,2314,555
747594051852075008,3659,1054
747512671126323200,5516,1607
747461612269887489,3846,1038
747439450712596480,5400,1909
747242308580548608,0,2893
747219827526344708,5247,1563
747204161125646336,3363,919
747103485104099331,9525,3950
746906459439529985,2884,295
746872823977771008,5953,2122
746818907684614144,5302,1732
746790600704425984,4849,1598
746757706116112384,9545,3897
746726898085036033,6026,1791
746542875601690625,5015,1870
746521445350707200,0,979
746507379341139972,4630,1079
746369468511756288,6159,1621
746131877086527488,6882,2194
746056683365994496,3532,808
745789745784041472,4007,1061
745712589599014916,6975,2320
745433870967832576,7050,2526
745422732645535745,8533,2428
745314880350101504,7149,2737
745074613265149952,7802,3483
745057283344719872,7226,2251
744995568523612160,2956,616
744971049620602880,7834,2674
744709971296780288,5583,1558
744334592493166593,6745,2099
744234799360020481,155566,77528
744223424764059648,1654,361
743980027717509120,4146,1089
743895849529389061,3629,957
743835915802583040,0,2063
743609206067040256,4447,1380
743595368194129920,18291,6502
743545585370791937,3517,938
743510151680958465,7887,3716
743253157753532416,4208,1219
743222593470234624,6169,1900
743210557239623680,3818,1354
742534281772302336,7034,3555
742528092657332225,4394,1966
742465774154047488,7225,3890
742423170473463808,9764,3748
742385895052087300,6768,1956
742161199639494656,4317,1359
742150209887731712,5092,1538
741793263812808706,4518,1502
741743634094141440,8132,2738
741438259667034112,3657,827
741303864243200000,8729,3183
741099773336379392,9917,5485
741067306818797568,9442,3081
740995100998766593,6317,2721
740711788199743490,3381,931
740699697422163968,2832,778
740676976021798912,18053,6778
740373189193256964,34735,13242
740365076218183684,2441,428
740359016048689152,3277,862
740214038584557568,6648,1952
739979191639244800,19833,5896
739932936087216128,4024,1068
739844404073074688,3777,851
739623569819336705,3743,1343
739606147276148736,5346,1643
739544079319588864,39225,21103
739485634323156992,7104,2911
739238157791694849,114956,57516
738891149612572673,111,6
738885046782832640,3747,1133
738883359779196928,3275,788
738537504001953792,5045,1532
738402415918125056,3227,826
738184450748633089,4282,1201
738166403467907072,8696,3328
738156290900254721,2487,636
737826014890496000,5234,1755
737800304142471168,9915,3433
737678689543020544,5001,1302
737445876994609152,10176,4426
737322739594330112,3567,808
737310737551491075,14534,7355
736736130620620800,4212,1711
736392552031657984,17539,7312
736365877722001409,3935,1236
736225175608430592,8051,2755
736010884653420544,7825,2966
735991953473572864,3571,1141
735648611367784448,3996,1093
735635087207878657,6103,2327
735274964362878976,12896,4990
735256018284875776,3298,873
735137028879360001,3105,964
734912297295085568,2728,523
734787690684657664,12414,6230
734776360183431168,2479,537
734559631394082816,1471,392
733828123016450049,3540,775
733822306246479872,3640,1015
733482008106668032,3114,945
733460102733135873,4155,1271
733109485275860992,49737,16707
732732193018155009,2412,530
732726085725589504,3517,881
732585889486888962,3625,771
732375214819057664,7997,2489
732005617171337216,14749,5357
731285275100512256,3454,981
