tweet_id,favorites,retweet_count
731156023742988288,3807,1254
730924654643314689,6081,1952
730573383004487680,4854,2112
730427201120833536,3454,1042
730211855403241472,3776,1052
730196704625098752,4789,1879
729854734790754305,3992,1116
729838605770891264,1707,380
729823566028484608,3930,1234
729463711119904772,5740,2292
729113531270991872,1860,321
728986383096946689,3107,816
728760639972315136,4627,1687
728751179681943552,2731,671
728653952833728512,3274,1023
728409960103686147,4864,1982
728387165835677696,3656,952
728046963732717569,4253,1186
728035342121635841,4513,1649
728015554473250816,4066,1097
727685679342333952,2932,635
727644517743104000,5814,1732
727524757080539137,4431,1206
727314416056803329,3302,734
727286334147182592,3014,803
727175381690781696,3863,1369
727155742655025152,3578,1314
726935089318363137,6788,2425
726887082820554753,3796,1506
726828223124897792,3530,993
726224900189511680,4380,1133
725842289046749185,7002,2646
725786712245440512,4122,1358
725729321944506368,5143,1768
725458796924002305,1398,609
724983749226668032,3692,1299
724771698126512129,2323,628
724405726123311104,5226,1633
724049859469295616,4273,1756
724046343203856385,2629,548
724004602748780546,4132,1536
723912936180330496,3844,1225
723688335806480385,7580,2907
723673163800948736,2976,879
723179728551723008,5239,1846
722974582966214656,4051,1543
722613351520608256,4905,1620
721503162398597120,4566,1825
721001180231503872,2499,605
720785406564900865,3076,759
720775346191278080,2435,657
720415127506415616,4076,1483
720389942216527872,6300,2476
720340705894408192,2830,968
720059472081784833,3817,1108
720043174954147842,4848,1982
719991154352222208,4783,1723
719704490224398336,4484,1413
719551379208073216,4997,1882
719367763014393856,2765,734
719339463458033665,4375,1216
719332531645071360,3390,940
718971898235854848,3442,1064
718939241951195136,5192,1740
718631497683582976,18644,7947
718613305783398402,2409,475
718540630683709445,2424,1004
718460005985447936,2664,519
718454725339934721,4807,1494
718246886998687744,1893,499
718234618122661888,3823,985
717841801130979328,2428,598
717790033953034240,2848,1099
717537687239008257,5720,1835
717428917016076293,1594,443
717421804990701568,3126,835
717047459982213120,6225,1913
717009362452090881,3212,951
716802964044845056,4233,1159
716791146589110272,8063,1560
716730379797970944,1219,423
716447146686459905,12904,5792
716439118184652801,2355,206
716285507865542656,2738,1046
716080869887381504,6671,1878
715928423106027520,3155,869
715758151270801409,3675,1420
715733265223708672,4607,1669
715704790270025728,2766,560
715696743237730304,3867,1278
715680795826982913,4251,1597
715360349751484417,5413,1548
715342466308784130,3012,686
715220193576927233,2398,640
715200624753819648,5078,1867
715009755312439296,4108,1216
714982300363173890,3692,1020
714962719905021952,7265,4212
714957620017307648,4086,1398
714631576617938945,3239,987
714606013974974464,3593,919
714485234495041536,2654,1117
714258258790387713,2994,713
714251586676113411,3241,826
714214115368108032,2244,861
714141408463036416,4274,1381
713919462244790272,3256,782
713909862279876608,1876,531
713900603437621249,2800,734
713761197720473600,4810,1363
713411074226274305,4396,1285
713177543487135744,7151,2803
713175907180089344,4412,1459
712809025985978368,18359,6639
712717840512598017,12209,4925
712668654853337088,4139,1203
712438159032893441,5272,1546
712309440758808576,241,25
712097430750289920,3739,1020
712092745624633345,2909,878
712085617388212225,3240,481
712065007010385924,2245,613
711998809858043904,0,125
711968124745228288,7976,2277
711743778164514816,2808,974
711732680602345472,8743,4072
711694788429553666,32524,18138
711652651650457602,3807,904
711363825979756544,3607,1125
711306686208872448,3265,731
711008018775851008,2966,605
710997087345876993,4519,1373
710844581445812225,2515,682
710833117892898816,2658,527
710658690886586372,2288,554
710609963652087808,4750,2356
710588934686908417,4486,1847
710296729921429505,2350,729
710283270106132480,2126,517
710272297844797440,4487,1238
710269109699739648,2373,1113
710153181850935296,2874,878
710140971284037632,2728,870
710117014656950272,5429,1974
709918798883774466,3448,1076
709901256215666688,658,99
709852847387627521,3486,1191
709566166965075968,3513,1197
709556954897764353,3258,1063
709519240576036864,1478,235
709449600415961088,2202,563
709409458133323776,2596,675
709225125749587968,2390,568
709207347839836162,12397,5743
709198395643068416,2407,637
709179584944730112,1981,664
709158332880297985,2012,411
709042156699303936,4695,1611
708853462201716736,1783,653
708845821941387268,2953,893
708834316713893888,1666,495
708810915978854401,16311,6862
708738143638450176,2724,801
708711088997666817,2508,711
708479650088034305,2518,675
708469915515297792,3072,805
708400866336894977,15809,9955
708356463048204288,3550,1305
708349470027751425,2317,731
708149363256774660,4236,1539
708130923141795840,3346,844
708119489313951744,2660,974
708109389455101952,1928,545
708026248782585858,4348,1912
707995814724026368,3094,1115
707983188426153984,49,2
707969809498152960,2679,956
707776935007539200,3248,949
707741517457260545,2466,610
707738799544082433,4037,2435
707693576495472641,3364,982
707629649552134146,2545,867
707610948723478529,16824,6298
707420581654872064,2252,692
707411934438625280,2284,593
707387676719185920,3463,1276
707377100785885184,3246,1082
707315916783140866,2451,633
707297311098011648,2746,779
707059547140169728,2570,666
707038192327901184,2163,784
707021089608753152,4041,1345
707014260413456384,2290,595
706904523814649856,14456,7789
706901761596989440,2033,590
706681918348251136,3271,964
706644897839910912,2548,1080
706593038911545345,2132,629
706538006853918722,3446,1415
706516534877929472,3089,1024
706346369204748288,3416,914
706310011488698368,21103,7853
706291001778950144,1682,474
706265994973601792,2709,926
706169069255446529,3874,2191
706166467411222528,5124,1587
706153300320784384,1472,382
705975130514706432,3080,724
705970349788291072,3144,885
705898680587526145,2346,544
705786532653883392,1914,513
705591895322394625,3134,1144
705475953783398401,2933,903
705442520700944385,4391,1610
705428427625635840,3780,1666
705239209544720384,2978,745
705223444686888960,2564,794
705102439679201280,2123,513
705066031337840642,2165,615
704871453724954624,4234,1108
704859558691414016,2235,535
704847917308362754,5022,1512
704819833553219584,2612,977
704761120771465216,6583,2893
704499785726889984,2891,1007
704491224099647488,748,78
704480331685040129,3355,1059
704364645503647744,7916,3521
704347321748819968,1565,347
704134088924532736,1490,456
704113298707505153,1836,567
704054845121142784,2896,907
703774238772166656,1828,456
703769065844768768,3248,1134
703631701117943808,2555,677
703611486317502464,3810,1517
703425003149250560,3778,1357
703407252292673536,2421,691
703382836347330562,3483,1135
703356393781329922,1909,382
703268521220972544,1960,546
703079050210877440,7325,3057
703041949650034688,26129,12398
702932127499816960,2557,723
702899151802126337,1598,450
702684942141153280,3201,1070
702671118226825216,2181,552
702598099714314240,12138,3405
702539513671897089,2861,951
702332542343577600,3152,1537
702321140488925184,3252,1033
702276748847800320,2445,761
702217446468493312,4729,1325
701981390485725185,3425,986
701952816642965504,3815,1018
701889187134500865,3505,1377
701805642395348998,3381,1664
701601587219795968,2076,446
701570477911896070,2792,919
701545186879471618,2638,604
701214700881756160,12108,5061
700890391244103680,2201,561
700864154249383937,2576,615
700847567345688576,2440,501
700796979434098688,2419,934
700747788515020802,22640,9236
700518061187723268,2590,790
700505138482569216,2270,564
700462010979500032,4098,1773
700167517596164096,2609,730
700151421916807169,2219,668
700143752053182464,7465,2699
700062718104104960,2630,686
700029284593901568,2055,582
700002074055016451,3293,1329
699801817392291840,3034,944
699788877217865730,2211,506
699779630832685056,2721,1221
699775878809702401,1942,602
699691744225525762,10196,4578
699446877801091073,5906,2594
699434518667751424,2146,511
699423671849451520,1350,321
699413908797464576,2064,621
699370870310113280,1872,439
699323444782047232,3127,856
699088579889332224,2224,628
699079609774645248,2431,649
699072405256409088,2946,1185
699060279947165696,3718,1785
699036661657767936,2578,1189
698989035503689728,3323,969
698953797952008193,2656,893
698907974262222848,2519,621
698710712454139905,2450,676
698703483621523456,1434,376
698635131305795584,1284,337
698549713696649216,2306,621
698355670425473025,1838,443
698342080612007937,2252,949
698262614669991936,4715,1985
698195409219559425,16622,5933
698178924120031232,2785,735
697995514407682048,1505,330
697990423684476929,3261,1289
697943111201378304,2364,671
697881462549430272,2992,1168
697630435728322560,1731,538
697616773278015490,3137,1005
697596423848730625,2995,1256
697575480820686848,2024,496
697516214579523584,2038,1106
697482927769255936,2397,670
697463031882764288,3389,1390
697270446429966336,4660,1860
697259378236399616,3279,998
697255105972801536,3016,1154
697242256848379904,2498,663
696900204696625153,3147,1013
696894894812565505,2330,674
696886256886657024,4813,1790
696877980375769088,2415,705
696754882863349760,1472,359
696744641916489729,2045,931
696713835009417216,2359,648
696518437233913856,3877,1700
696490539101908992,1204,141
696488710901260288,2502,1011
696405997980676096,3182,1148
696100768806522880,1915,648
695816827381944320,2993,1153
695794761660297217,3139,758
695767669421768709,1843,740
695629776980148225,4529,2076
695446424020918272,4364,1797
695409464418041856,8600,3546
695314793360662529,3599,1442
695095422348574720,2618,611
695074328191332352,2814,1088
695064344191721472,1587,587
695051054296211456,2645,784
694925794720792577,2673,913
694905863685980160,2722,933
694669722378485760,35542,14274
694356675654983680,1486,285
694352839993344000,2017,613
694342028726001664,1566,481
694329668942569472,1989,497
694206574471057408,4123,2023
694183373896572928,2928,919
694001791655137281,3383,1019
693993230313091072,1859,398
693942351086120961,1734,367
693647888581312512,2665,580
693644216740769793,1339,122
693642232151285760,2513,407
693629975228977152,2416,787
693622659251335168,1526,371
693590843962331137,5017,1942
693582294167244802,1631,250
693486665285931008,1763,632
693280720173801472,3325,1225
693267061318012928,2358,807
693262851218264065,2194,495
693231807727280129,2850,730
693155686491000832,7819,3188
693109034023534592,1699,607
693095443459342336,1842,456
692919143163629568,2655,745
692905862751522816,2408,858
692901601640583168,1751,598
692894228850999298,2253,796
692828166163931137,2849,875
692752401762250755,6774,3615
692568918515392513,4326,1521
692535307825213440,3145,1353
692530551048294401,1813,410
692423280028966913,1472,225
692417313023332352,9295,3442
692187005137076224,2512,814
692158366030913536,2134,782
692142790915014657,1638,392
692041934689402880,3382,1262
692017291282812928,2866,951
691820333922455552,3921,1645
691793053716221953,8061,4198
691756958957883396,2832,993
691675652215414786,1940,503
691483041324204033,2373,561
691459709405118465,4012,1134
691444869282295808,2635,844
691416866452082688,19157,7574
691321916024623104,2545,658
691096613310316544,2941,874
691090071332753408,1704,331
690989312272396288,5857,2844
690959652130045952,3551,1238
690938899477221376,4053,1936
690932576555528194,3260,1009
690735892932222976,3757,1260
690728923253055490,2160,512
690690673629138944,2317,812
690649993829576704,1293,278
690607260360429569,294,18
690597161306841088,1940,598
690400367696297985,1873,448
690374419777196032,3232,841
690360449368465409,2651,874
690348396616552449,1497,513
690248561355657216,1661,413
690021994562220032,2771,1023
690015576308211712,2475,727
690005060500217858,3636,1679
689999384604450816,1407,365
689993469801164801,1452,446
689977555533848577,1355,441
689905486972461056,2423,695
689877686181715968,3021,1154
689835978131935233,2157,742
689661964914655233,3199,924
689659372465688576,10304,3839
689623661272240129,2216,635
689599056876867584,11562,5481
689557536375177216,2028,453
689517482558820352,3376,1417
689289219123089408,2247,934
689283819090870273,3244,1094
689280876073582592,1967,704
689275259254616065,1136,242
689255633275777024,2534,1077
689154315265683456,3057,994
689143371370250240,2004,507
688916208532455424,2695,857
688908934925697024,2099,756
688898160958271489,2084,774
688894073864884227,2232,684
688828561667567616,1370,367
688804835492233216,959,191
688789766343622656,2205,656
688547210804498433,2578,691
688519176466644993,2300,721
688385280030670848,9216,4449
688211956440801280,2227,825
688179443353796608,2128,579
688116655151435777,2805,768
688064179421470721,1721,357
687841446767013888,5417,2494
687826841265172480,2732,1115
687818504314159109,2460,939
687807801670897665,2387,713
687732144991551489,1750,660
687704180304273409,2418,835
687664829264453632,1924,508
687494652870668288,1886,573
687480748861947905,1587,239
687476254459715584,1974,530
687460506001633280,2045,540
687399393394311168,1874,613
687317306314240000,20001,9102
687312378585812992,4327,1885
687127927494963200,5396,2249
687124485711986689,2160,500
687109925361856513,5754,2440
687102708889812993,2326,968
687096057537363968,2226,599
686947101016735744,8572,3169
686760001961103360,3491,1370
686749460672679938,3452,1445
686730991906516992,4107,1190
686683045143953408,2807,793
686618349602762752,3680,1354
686606069955735556,1878,541
686394059078897668,1728,684
686386521809772549,3234,873
686377065986265092,2196,562
686358356425093120,2166,663
686286779679375361,3977,1652
686050296934563840,2200,726
686035780142297088,1143,116
686034024800862208,3071,1136
686007916130873345,2470,408
686003207160610816,1815,620
685973236358713344,2084,519
685943807276412928,1621,588
685906723014619143,7452,2861
685681090388975616,2014,123
685667379192414208,2347,560
685663452032069632,3213,1445
685641971164143616,2914,773
685547936038666240,32695,15507
685532292383666176,3010,1147
685325112850124800,9389,3940
685321586178670592,2639,632
685315239903100929,3291,1034
685307451701334016,2058,439
685268753634967552,3076,1192
685198997565345792,2332,666
685169283572338688,4087,1421
684969860808454144,2375,367
684959798585110529,6783,3100
684940049151070208,3191,1040
684926975086034944,3472,457
684914660081053696,3492,1439
684902183876321280,1864,522
684880619965411328,2078,802
684830982659280897,34760,21494
684800227459624960,2725,993
684594889858887680,8844,3474
684588130326986752,4092,1402
684567543613382656,2996,1205
684538444857667585,2634,943
684481074559381504,3861,1160
684460069371654144,1966,557
684241637099323392,8085,3253
684225744407494656,1221,207
684222868335505415,3794,1358
684200372118904832,2140,1024
684195085588783105,1897,507
684188786104872960,3473,1162
684177701129875456,2000,657
684147889187209216,2962,1507
684122891630342144,1995,464
684097758874210310,4084,1419
683857920510050305,3781,1115
683852578183077888,1925,341
683849932751646720,2593,956
683834909291606017,2603,1102
683828599284170753,2773,1056
683773439333797890,3323,1337
683742671509258241,6421,3272
683515932363329536,7279,2873
683498322573824003,3156,957
683481228088049664,2637,991
683462770029932544,2408,668
683449695444799489,3863,1596
683391852557561860,7565,2383
683357973142474752,2882,908
683142553609318400,2849,1038
683111407806746624,3374,904
683098815881154561,2144,654
683078886620553216,1978,559
683030066213818368,2150,732
682962037429899265,36513,16428
682808988178739200,1762,167
682788441537560576,2457,1100
682750546109968385,1506,433
682697186228989953,1309,356
682662431982772225,3040,1073
682638830361513985,2056,594
682429480204398592,3414,1144
682406705142087680,7496,1755
682393905736888321,2220,665
682389078323662849,1645,456
682303737705140231,3035,962
682259524040966145,4115,1195
682242692827447297,3223,1152
682088079302213632,18089,9782
682059653698686977,4899,1665
682047327939461121,3172,923
682032003584274432,6519,1986
682003177596559360,3099,1511
681981167097122816,2790,1023
681891461017812993,2455,809
681694085539872773,12694,4020
681679526984871937,1763,434
681654059175129088,2617,913
681610798867845120,1887,460
681579835668455424,3523,1282
681523177663676416,14171,5706
681340665377193984,1635,275
681339448655802368,9202,4047
681320187870711809,2622,735
681302363064414209,3899,1801
681297372102656000,3186,944
681281657291280384,3203,1088
681261549936340994,1447,266
681242418453299201,1475,524
681231109724700672,2389,479
681193455364796417,3672,1460
680970795137544192,2402,648
680959110691590145,4546,1986
680940246314430465,3177,1045
680934982542561280,2066,430
680913438424612864,2381,617
680889648562991104,1748,360
680836378243002368,3430,1305
680805554198020098,2133,659
680801747103793152,2363,810
680798457301471234,2824,1022
680609293079592961,2610,691
680583894916304897,3589,1322
680497766108381184,4198,1893
680494726643068929,1706,481
680473011644985345,2524,735
680440374763077632,1432,494
680221482581123072,1455,290
680206703334408192,2810,1152
680191257256136705,2125,496
680176173301628928,3863,1534
680161097740095489,2300,726
680145970311643136,3574,1720
680130881361686529,2266,932
680115823365742593,2687,897
680100725817409536,3535,1358
680085611152338944,12693,8894
680070545539371008,2558,852
679877062409191424,1971,642
679872969355714560,2167,654
679862121895714818,2436,611
679854723806179328,2825,1214
679844490799091713,2342,751
679828447187857408,35862,13854
679777920601223168,3063,1088
679736210798047232,2077,780
679729593985699840,2148,815
679722016581222400,1644,460
679530280114372609,4745,2060
679527802031484928,2613,713
679511351870550016,3325,1250
679503373272485890,3131,1445
679475951516934144,2069,629
679462823135686656,31188,18550
679405845277462528,2342,1189
679158373988876288,21019,7927
679148763231985668,2742,1015
679132435750195208,2940,1141
679111216690831360,5889,2541
679062614270468097,16728,7955
679047485189439488,2220,657
679001094530465792,2787,1202
678991772295516161,2267,1139
678969228704284672,1625,452
678800283649069056,2527,886
678798276842360832,3407,1144
678774928607469569,2775,890
678767140346941444,3478,1338
678764513869611008,1610,468
678755239630127104,7002,3223
678740035362037760,3705,1652
678708137298427904,5515,2384
678675843183484930,2820,1434
678643457146150913,2017,400
678446151570427904,3938,1518
678424312106393600,5391,2497
678410210315247616,4148,1773
678399652199309312,78045,31221
678396796259975168,1568,407
678389028614488064,1848,416
678380236862578688,2398,894
678341075375947776,1703,527
678334497360859136,1286,249
678278586130948096,11240,5977
678255464182861824,1568,357
678023323247357953,1885,375
678021115718029313,13408,6215
677961670166224897,3364,1658
677918531514703872,1319,397
677895101218201600,4745,2032
677716515794329600,3002,965
677700003327029250,3327,1417
677698403548192770,1208,311
677687604918272002,2453,832
677673981332312066,3275,1469
677662372920729601,1918,934
677644091929329666,1821,783
677573743309385728,2093,690
677565715327688705,1277,454
677557565589463040,2404,1127
677547928504967168,6816,3597
677530072887205888,1048,223
677335745548390400,2986,1742
677334615166730240,1321,280
677331501395156992,1068,232
677328882937298944,3568,1475
677314812125323265,1614,521
677301033169788928,1214,393
677269281705472000,1942,693
677228873407442944,3475,1607
677187300187611136,2689,900
676975532580409345,2719,1044
676957860086095872,2195,797
676949632774234114,1279,387
676948236477857792,2118,847
676946864479084545,1695,361
676942428000112642,2027,733
676936541936185344,12452,4809
676916996760600576,2922,1773
676897532954456065,2204,709
676864501615042560,2056,693
676821958043033607,22432,15216
676819651066732545,1781,648
676811746707918848,1392,414
676776431406465024,4889,1979
676617503762681856,2827,937
676613908052996102,1058,197
676606785097199616,1850,422
676603393314578432,1134,374
676593408224403456,4458,2115
676590572941893632,895,119
676588346097852417,2260,761
676582956622721024,1167,267
676575501977128964,2520,1095
676533798876651520,1827,541
676496375194980353,1488,520
676470639084101634,11328,4565
676440007570247681,1682,645
676430933382295552,1363,336
676263575653122048,2032,528
676237365392908289,1182,281
676219687039057920,74577,30287
676215927814406144,1694,560
676191832485810177,2227,1005
676146341966438401,1868,645
676121918416756736,2113,1130
676101918813499392,2757,1137
676098748976615425,2925,1382
676089483918516224,1280,427
675898130735476737,1573,558
675891555769696257,2072,832
675888385639251968,2313,932
675878199931371520,4074,1363
675870721063669760,1585,550
675853064436391936,2618,1255
675849018447167488,918,139
675845657354215424,2214,853
675822767435051008,1481,520
675820929667219457,1019,230
675798442703122432,9981,3317
675781562965868544,1586,453
675740360753160193,1134,331
675710890956750848,1832,791
675707330206547968,1922,663
675706639471788032,625,92
675534494439489536,1777,400
675531475945709568,1154,370
675522403582218240,1014,279
675517828909424640,1255,451
675501075957489664,16690,5661
675497103322386432,3048,1252
675489971617296384,1256,576
675483430902214656,1791,950
675432746517426176,1477,551
675372240448454658,1639,500
675362609739206656,1021,224
675354435921575936,31548,16245
675349384339542016,3794,2197
675334060156301312,2678,1245
675166823650848770,3461,1536
675153376133427200,6057,2494
675149409102012420,3637,1628
675147105808306176,914,225
675146535592706048,1147,287
675145476954566656,2065,866
675135153782571009,1264,466
675113801096802304,1888,758
675111688094527488,930,243
675109292475830276,2705,1097
675047298674663426,1034,310
675015141583413248,2622,1146
675006312288268288,952,214
675003128568291329,1515,450
674999807681908736,2170,1067
674805413498527744,834,343
674800520222154752,2919,823
674793399141146624,2430,1049
674790488185167872,1070,242
674788554665512960,789,202
674781762103414784,1944,1153
674774481756377088,1077,452
674767892831932416,1768,753
674764817387900928,769,229
674754018082705410,1324,428
674752233200820224,1419,448
674743008475090944,1354,530
674742531037511680,470,49
674739953134403584,1061,375
674737130913071104,627,85
674690135443775488,1108,456
674670581682434048,1553,624
674664755118911488,884,239
674646392044941312,1387,474
674644256330530816,996,260
674638615994089473,1634,560
674632714662858753,1454,554
674606911342424069,907,95
674468880899788800,6014,1956
674447403907457024,1027,345
674436901579923456,1078,374
674422304705744896,1381,523
674416750885273600,667,131
674410619106390016,1159,442
674394782723014656,1461,551
674372068062928900,828,304
674330906434379776,545,72
674318007229923329,1365,503
674307341513269249,10950,6699
674291837063053312,14174,5636
674271431610523648,1515,706
674269164442398721,882,221
674265582246694913,1581,808
674262580978937856,1262,434
674255168825880576,1411,523
674082852460433408,735,163
674075285688614912,956,273
674063288070742018,6153,2110
674053186244734976,3176,1244
674051556661161984,1400,471
674045139690631169,1358,615
674042553264685056,695,121
674038233588723717,1068,401
674036086168010753,820,200
674024893172875264,1713,1176
674019345211760640,1086,292
674014384960745472,1503,609
674008982932058114,1152,339
673956914389192708,1884,916
673919437611909120,1125,355
673906403526995968,3054,1562
673887867907739649,903,244
673716320723169284,2969,718
673715861853720576,3400,1977
673711475735838725,1002,286
673709992831262724,803,261
673708611235921920,1033,275
673707060090052608,1055,377
673705679337693185,1212,393
673700254269775872,1371,544
673697980713705472,3816,1890
673689733134946305,1672,618
673688752737402881,1216,474
673686845050527744,1383,415
673680198160809984,1316,447
673662677122719744,1209,352
673656262056419329,694,228
673636718965334016,1059,346
673612854080196609,1541,689
673583129559498752,1147,344
673580926094458881,798,263
673576835670777856,1334,541
673363615379013632,984,291
673359818736984064,1397,644
673355879178194945,1446,551
673352124999274496,1602,518
673350198937153538,723,199
673345638550134785,2413,1208
673343217010679808,932,258
673342308415348736,1223,550
673320132811366400,12915,7536
673317986296586240,847,244
673295268553605120,7220,3041
673270968295534593,1034,347
673240798075449344,1365,691
673213039743795200,2157,803
673148804208660480,1626,602
672997845381865473,1892,679
672995267319328768,913,273
672988786805112832,951,275
672984142909456390,1212,519
672980819271634944,1750,968
672975131468300288,1614,861
672970152493887488,915,341
672968025906282496,1275,519
672964561327235073,1373,615
672902681409806336,1316,474
672898206762672129,871,403
672884426393653248,1485,805
672877615439593473,992,336
672834301050937345,1263,539
672828477930868736,1207,467
672640509974827008,941,303
672622327801233409,1243,465
672614745925664768,1181,555
672609152938721280,1067,373
672604026190569472,1066,383
672594978741354496,1285,587
672591762242805761,916,323
672591271085670400,695,177
672538107540070400,989,346
672523490734551040,607,160
672488522314567680,1065,415
672482722825261057,1081,570
672481316919734272,691,123
672475084225949696,1392,672
672466075045466113,1305,509
672272411274932228,6197,3212
672267570918129665,1434,588
672264251789176834,1092,324
672256522047614977,2708,1467
672254177670729728,1381,707
672248013293752320,1671,572
672245253877968896,659,147
672239279297454080,859,308
672231046314901505,1754,963
672222792075620352,756,203
672205392827572224,2173,1099
672169685991993344,981,352
672160042234327040,842,341
672139350159835138,1670,660
672125275208069120,2284,1091
672095186491711488,964,353
672082170312290304,907,348
672068090318987265,1239,492
671896809300709376,8156,3989
671891728106971137,1264,546
671882082306625538,3318,1325
671879137494245376,1355,637
671874878652489728,1202,525
671866342182637568,1076,471
671855973984772097,867,418
671789708968640512,6772,3313
671768281401958400,1150,475
671763349865160704,1603,864
671744970634719232,1293,723
671743150407421952,723,227
671735591348891648,1387,723
671729906628341761,8155,4155
671561002136281088,12263,6906
671550332464455680,870,201
671547767500775424,1294,564
671544874165002241,1884,1002
671542985629241344,1049,538
671538301157904385,895,369
671536543010570240,1121,386
671533943490011136,979,551
671528761649688577,810,248
671520732782923777,1339,504
671518598289059840,911,283
671511350426865664,1531,672
671504605491109889,6703,3397
671497587707535361,883,427
671488513339211776,962,454
671486386088865792,553,186
671485057807351808,732,223
671390180817915904,1385,712
671362598324076544,1059,286
671357843010908160,385,147
671355857343524864,467,113
671347597085433856,921,410
671186162933985280,703,200
671182547775299584,1075,321
671166507850801152,840,330
671163268581498880,1581,1046
671159727754231808,356,76
671154572044468225,683,208
671151324042559489,641,143
671147085991960577,642,204
671141549288370177,1106,625
671138694582165504,887,380
671134062904504320,715,184
671122204919246848,3348,2397
671115716440031232,1305,744
671109016219725825,1098,418
670995969505435648,1063,280
670842764863651840,23660,8289
670840546554966016,563,185
670838202509447168,1068,661
670833812859932673,424,116
670832455012716544,705,206
670826280409919488,5287,3875
670823764196741120,744,178
670822709593571328,582,91
670815497391357952,3043,1468
670811965569282048,1083,257
670807719151067136,1120,465
670804601705242624,1882,913
670803562457407488,330,84
670797304698376195,709,225
670792680469889025,791,260
670789397210615808,634,224
670786190031921152,574,193
670783437142401025,792,367
670782429121134593,1494,733
670780561024270336,760,277
670778058496974848,319,70
670764103623966721,1037,400
670755717859713024,424,103
670733412878163972,920,492
670727704916926465,800,341
670717338665226240,1150,459
670704688707301377,746,355
670691627984359425,569,231
670679630144274432,722,269
670676092097810432,238,39
670668383499735048,10224,4770
670474236058800128,1449,706
670468609693655041,344,83
670465786746662913,934,518
670452855871037440,528,194
670449342516494336,1154,621
670444955656130560,6448,1888
670442337873600512,622,190
670435821946826752,1012,490
670434127938719744,1350,617
670433248821026816,318,106
670428280563085312,1326,589
670427002554466305,503,152
670421925039075328,1252,603
670420569653809152,596,301
670417414769758208,548,306
670411370698022913,1943,847
670408998013820928,533,209
670403879788544000,408,144
670385711116361728,543,193
670374371102445568,720,258
670361874861563904,316,62
670338931251150849,408,102
670319130621435904,3727,1159
670303360680108032,416,125
670290420111441920,671,270
670093938074779648,986,316
670086499208155136,671,243
670079681849372674,2125,1165
670073503555706880,1502,749
670069087419133954,595,225
670061506722140161,730,315
670055038660800512,638,312
670046952931721218,620,162
670040295598354432,722,105
670037189829525505,570,259
670003130994700288,318,86
669993076832759809,312,79
669972011175813120,427,149
669970042633789440,290,55
669942763794931712,485,151
669926384437997569,362,93
669923323644657664,225,53
669753178989142016,775,377
669749430875258880,252,63
669684865554620416,493,86
669683899023405056,372,102
669682095984410625,341,128
669680153564442624,643,269
669661792646373376,777,411
669625907762618368,3381,1721
669603084620980224,909,344
669597912108789760,494,142
669583744538451968,1429,878
669573570759163904,421,132
669571471778410496,1525,971
669567591774625800,226,53
669564461267722241,373,117
669393256313184256,346,70
669375718304980992,1272,692
669371483794317312,471,171
669367896104181761,439,143
669363888236994561,597,216
669359674819481600,354,114
669354382627049472,2582,1220
669353438988365824,601,248
669351434509529089,414,171
669328503091937280,973,398
669327207240699904,550,114
669324657376567296,479,198
669216679721873412,1146,387
669214165781868544,421,151
669203728096960512,966,447
669037058363662336,629,298
669015743032369152,713,357
669006782128353280,554,234
669000397445533696,20028,6072
668994913074286592,423,216
668992363537309700,718,323
668989615043424256,646,314
668988183816871936,866,439
668986018524233728,531,156
668981893510119424,515,287
668979806671884288,767,332
668975677807423489,1249,555
668967877119254528,139,21
668960084974809088,677,231
668955713004314625,266,67
668932921458302977,252,55
668902994700836864,306,97
668892474547511297,385,143
668872652652679168,507,288
668852170888998912,435,153
668826086256599040,420,128
668815180734689280,540,252
668779399630725120,679,350
668655139528511488,500,208
668645506898350081,839,506
668643542311546881,839,505
668641109086707712,1025,518
668636665813057536,996,468
668633411083464705,2681,1535
668631377374486528,677,302
668627278264475648,304,109
668625577880875008,367,122
668623201287675904,1364,716
668620235289837568,190,38
668614819948453888,591,304
668587383441514497,1594,1023
668567822092664832,233,50
668544745690562560,492,215
668542336805281792,434,202
668537837512433665,244,67
668528771708952576,445,212
668507509523615744,311,99
668496999348633600,391,124
668484198282485761,413,222
668480044826800133,438,140
668466899341221888,854,489
668297328638447616,601,282
668291999406125056,233,29
668286279830867968,483,130
668274247790391296,787,223
668268907921326080,532,222
668256321989451776,1238,571
668248472370458624,931,457
668237644992782336,5921,2701
668226093875376128,287,97
668221241640230912,495,187
668204964695683073,532,186
668190681446379520,619,191
668171859951755264,465,183
668154635664932864,478,295
668142349051129856,554,267
668113020489474048,645,224
667937095915278337,1199,756
667924896115245057,282,108
667915453470232577,199,53
667911425562669056,471,282
667902449697558528,820,360
667886921285246976,1787,1026
667885044254572545,782,449
667878741721415682,375,113
667873844930215936,598,384
667866724293877760,2894,979
667861340749471744,234,74
667832474953625600,284,59
667806454573760512,1011,467
667801013445750784,315,93
667793409583771648,674,312
667782464991965184,397,234
667773195014021121,225,52
667766675769573376,421,204
667728196545200128,364,143
667724302356258817,460,306
667550904950915073,0,33
667550882905632768,0,32
667549055577362432,5501,2138
667546741521195010,325,116
667544320556335104,819,499
667538891197542400,194,61
667534815156183040,780,495
667530908589760512,445,224
667524857454854144,1614,1060
667517642048163840,351,181
667509364010450944,6477,2016
667502640335572993,517,212
667495797102141441,500,252
667491009379606528,504,212
667470559035432960,243,90
